2642	751.885	1834.73	873.707	1764.91	-74.4106	-118.916	-700.266	0.00788752	0.00207627	0.0144712	0.0166114	0.0103733	0.00996814
2742	799.195	1833.46	917.918	1767.22	-67.437	-119.016	-701.984	0.00469477	0.00114932	0.00769179	0.00908435	0.0189848	0.0183229
2842	846.264	1832.19	962.314	1769.59	-60.4647	-119.119	-703.71	0.00171293	0.00120331	0.0124207	0.0125959	0.000448043	0.000434307
2942	893.057	1830.96	1006.81	1771.93	-53.498	-119.22	-705.424	0.00446551	0.0029928	0.0066693	0.00856605	0.0152653	0.0148617
3042	939.65	1829.68	1051.53	1774.29	-46.5274	-119.319	-707.146	0.00682541	0.00260175	0.0161386	0.0177146	0.00330386	0.00323053
3142	986.07	1828.44	1096.45	1776.67	-39.5479	-119.419	-708.858	0.00272012	0.000363363	0.00713308	0.00764277	0.0116859	0.0114762
1241	62.227	1805.43	272.486	1689.16	-171.936	-110.315	-676.291	0.00762492	-0.00370151	0.00827879	0.0118482	0.0388812	0.0351465
1341	113.687	1803.83	314.589	1691.22	-164.949	-110.415	-677.993	-0.00385871	-0.00592243	-0.0092503	0.0116419	0.0628242	0.0570398
1441	164.671	1802.32	356.811	1693.24	-157.982	-110.516	-679.722	0.00093401	-0.00285402	0.00222026	0.00373462	0.0442299	0.0403341
1541	215.368	1800.86	399.18	1695.3	-151	-110.615	-681.435	-0.00479225	-0.00399357	-0.00455869	0.00772631	0.0298951	0.0273818
1641	265.622	1799.46	441.64	1697.42	-144.036	-110.721	-683.16	-0.00224658	-0.000610358	0.000610804	0.00240681	0.030868	0.0283971
1741	315.571	1798.06	484.262	1699.5	-137.069	-110.819	-684.889	0.000526954	-0.00500568	0.000476034	0.0050558	0.0249492	0.0230527
1841	365.201	1796.76	527.046	1701.64	-130.104	-110.925	-686.626	0.00570605	0.00160087	0.014691	0.0158413	0.0117451	0.0108999
1941	414.559	1795.44	569.946	1703.78	-123.131	-111.024	-688.343	0.00104589	-0.00227854	0.0101909	0.0104948	0.0148098	0.0138043
2041	463.607	1794.18	613.001	1705.95	-116.164	-111.127	-690.067	0.00685343	0.00114777	0.00818449	0.0107365	0.0109895	0.0102882
2141	512.395	1792.94	656.229	1708.11	-109.194	-111.228	-691.794	0.00692114	0.00117704	0.0118554	0.0137782	0.00201733	0.00189687
2241	560.899	1791.7	699.554	1710.3	-102.223	-111.325	-693.5	0.00172097	7.02011e-005	0.00350186	0.00390252	0.00512093	0.0048362
2341	609.123	1790.53	743.064	1712.51	-95.2579	-111.43	-695.224	0.00427433	0.00149655	0.0105673	0.0114969	0.00746503	0.00708076
2441	657.212	1789.33	786.805	1714.72	-88.2733	-111.527	-696.934	0.00180399	-0.000107348	0.00138097	0.00227442	0.00620176	0.00590826
2541	704.948	1788.18	830.662	1716.96	-81.3066	-111.632	-698.66	0.00712511	0.00138222	0.0113328	0.0134577	0.00963199	0.00921621
2641	752.501	1787.03	874.687	1719.21	-74.3287	-111.732	-700.366	0.00183382	0.000823455	0.00450899	0.00493679	0.00623547	0.00599235
2741	799.773	1785.88	918.915	1721.45	-67.3603	-111.834	-702.099	0.00672036	0.00310644	0.0132975	0.0152196	0.00991197	0.00956707
2841	846.793	1784.76	963.244	1723.69	-60.3924	-111.933	-703.811	0.00455991	0.001973	0.00837409	0.00973709	0.0201174	0.019502
2941	893.606	1783.61	1007.76	1725.96	-53.4209	-112.032	-705.521	0.00193713	0.00129854	0.00117687	0.00261222	0.0068145	0.0066348
3041	940.226	1782.54	1052.53	1728.29	-46.4454	-112.143	-707.252	0.00611167	0.00717986	0.0145472	0.0173357	0.00522613	0.00511049
3141	986.6	1781.42	1097.43	1730.57	-39.4722	-112.244	-708.971	0.00652713	0.00545564	0.0180092	0.0199173	0.00150226	0.00147542
3241	1032.72	1780.29	1142.43	1732.83	-32.5024	-112.338	-710.669	0.00198885	0.00205792	0.00102902	0.00304129	0.00782924	0.00772275
3341	1078.67	1779.16	1187.71	1735.1	-25.5256	-112.435	-712.391	0.0023907	0.00147397	0.000216449	0.00281689	0.00790706	0.00783346
3441	1124.44	1778.07	1233.24	1737.44	-18.5444	-112.543	-714.129	0.00067391	0.00331963	0.0127338	0.0131766	0.000753265	0.000749503
3541	1169.88	1776.96	1278.77	1739.77	-11.577	-112.643	-715.835	0.00147694	0.00121973	0.000718193	0.0020457	0.0178966	0.0178844
3641	1215.09	1775.85	1324.51	1742.06	-4.61291	-112.743	-717.559	0.00198182	0.000663349	0.00418667	0.00467931	0.0059279	0.00594958
3741	1260.17	1774.75	1370.51	1744.37	2.36454	-112.843	-719.284	0.00294665	0.00137126	0.00582208	0.00666781	0.00381323	0.00384381
3841	1304.95	1773.68	1416.62	1746.72	9.32947	-112.948	-721.01	0.00344595	0.00376363	0.0141996	0.0150886	0.00227909	0.00230733
3941	1349.6	1772.54	1462.93	1749.05	16.307	-113.043	-722.715	0.00110263	0.0009825	0.00394866	0.0042158	0.0153443	0.0156017
4041	1394.02	1771.47	1509.47	1751.44	23.2828	-113.15	-724.443	0.00418437	0.00419823	0.0185874	0.0195097	0.0241795	0.0246918
4141	1438.23	1770.4	1556.11	1753.8	30.2573	-113.249	-726.143	0.000624579	0.0025287	0.00696573	0.00743679	0.0214546	0.0220041
4241	1482.22	1769.29	1603	1756.14	37.2327	-113.346	-727.862	0.00430678	0.00175561	0.0140294	0.0147802	0.0185695	0.0191276
4341	1525.99	1768.22	1650.06	1758.53	44.2058	-113.449	-729.584	0.000986036	0.00122225	0.0185943	0.0186605	0.0109449	0.0113227
4441	1569.6	1767.11	1697.34	1760.92	51.1862	-113.546	-731.298	0.0026624	-0.0023964	0.0101735	0.0107857	0.0274094	0.0284783
4541	1612.89	1766.07	1744.75	1763.31	58.151	-113.65	-733.03	0.00275789	0.00456998	0.026281	0.0268176	0.0012898	0.00134589
4641	1656.02	1764.97	1792.3	1765.74	65.1189	-113.746	-734.726	-0.00209495	-0.00155773	0.0061354	0.00666771	0.0200588	0.0210216
4741	1698.99	1763.93	1840.15	1768.19	72.0953	-113.848	-736.444	-0.00103315	0.000655336	0.00895946	0.00904261	0.0125051	0.013162
4841	1741.69	1762.9	1888.16	1770.66	79.0628	-113.952	-738.169	-0.000849919	0.00208254	0.0153019	0.0154663	0.000347586	0.000367425
4941	1784.31	1761.87	1936.46	1773.16	86.0462	-114.053	-739.881	0.0013891	0.000607666	0.00515704	0.00537531	0.00580852	0.00616661
5041	1826.57	1760.81	1984.84	1775.65	93.0063	-114.152	-741.604	0.00204188	-0.00201076	0.0102707	0.010663	0.00144046	0.00153586
5141	1868.66	1759.79	2033.45	1778.21	99.9677	-114.255	-743.324	0.00131123	0.00123455	0.0143879	0.0145001	0.00134317	0.00143829
1140	12.2047	1757.1	231.633	1642.63	-178.691	-102.997	-674.493	-0.130096	-0.0383263	-0.17798	0.223764	0.0841734	0.0757624
5241	1910.7	1758.78	2082.44	1780.8	106.951	-114.356	-745.042	0.00310283	0.000772239	0.00529359	0.00618433	0.00342712	0.0036857
5341	1952.46	1757.78	2131.61	1783.4	113.922	-114.456	-746.769	0.00490427	-0.00175898	0.0125406	0.0135799	0.0104373	0.0112732
1240	63.2863	1755.78	273.577	1644.56	-171.859	-103.138	-676.396	0.00460746	0.00293427	0.00791737	0.0096189	0.0166634	0.015064
5441	1994.08	1756.82	2181.05	1786.07	120.898	-114.56	-748.49	0.000893191	0.000815469	0.0176497	0.0176911	0.0232722	0.0252445
1340	114.676	1754.32	315.659	1646.52	-164.874	-103.233	-678.1	-0.00438851	-0.00501326	-0.00928912	0.0114315	0.043153	0.0391827
5541	2035.52	1755.83	2230.67	1788.78	127.867	-114.655	-750.182	-0.0030708	-0.00251966	-0.000659031	0.00402651	0.017267	0.0188111
5641	2076.74	1754.9	2280.59	1791.56	134.832	-114.758	-751.892	-0.00239499	-0.000424633	-0.000366048	0.00245973	0.0246893	0.027013
1440	165.612	1753	357.866	1648.49	-157.905	-103.336	-679.826	-0.00068587	-0.00130579	-0.00206883	0.00254077	0.0173498	0.0158228
5741	2117.91	1753.98	2330.95	1794.4	141.817	-114.86	-753.606	-0.00534471	-0.000447406	0.00467305	0.00711361	0.0249026	0.027364
5841	2158.9	1753.09	2381.6	1797.32	148.796	-114.963	-755.316	-0.00389407	0.00251728	0.00562764	0.00729184	0.030455	0.0336095
1540	216.217	1751.64	400.212	1650.48	-150.931	-103.432	-681.548	-0.00147858	-0.00620971	0.00129168	0.00651269	0.0377539	0.0345824
5941	2199.66	1752.17	2432.53	1800.28	155.765	-115.06	-757.028	-0.00865083	0.000573668	0.00195066	0.00888657	0.0281084	0.0311534
1640	266.447	1750.43	442.673	1652.51	-143.963	-103.539	-683.273	-0.000608203	-0.00190862	0.00652618	0.0068267	0.0130316	0.0119893
1740	316.372	1749.17	485.299	1654.53	-136.993	-103.637	-685.002	0.000939919	-0.000110008	0.0108655	0.0109066	0.0222336	0.0205451
1840	365.941	1748	528.024	1656.59	-130.029	-103.74	-686.728	0.00379062	-0.000954153	0.0105931	0.0112913	0.0166352	0.0154393
1940	415.278	1746.84	570.939	1658.65	-123.056	-103.84	-688.449	0.0034281	-0.000887849	0.0102214	0.0108175	0.0124012	0.0115601
2040	464.32	1745.71	614.002	1660.71	-116.084	-103.939	-690.173	0.00389086	-0.000628287	0.0080579	0.00897013	0.00521235	0.00488011
2140	513.046	1744.61	657.206	1662.83	-109.12	-104.044	-691.904	0.00781169	0.000208041	0.0194091	0.0209232	0.00266652	0.00250748
2240	561.522	1743.52	700.542	1664.96	-102.151	-104.146	-693.618	0.00671793	0.00196816	0.0137312	0.0154126	0.0167933	0.0158606
2340	609.742	1742.46	744.047	1667.07	-95.1827	-104.246	-695.335	0.00548043	0.00197269	0.0134672	0.0146729	0.00238468	0.00226209
2440	657.801	1741.41	787.784	1669.22	-88.2004	-104.347	-697.05	0.00440676	0.00112648	0.00808577	0.00927729	0.00617064	0.00587902
2540	705.527	1740.37	831.601	1671.36	-81.2306	-104.447	-698.758	0.00401193	0.000321281	0.000840943	0.00411169	0.00467012	0.00446883
2640	753.058	1739.31	875.658	1673.49	-74.2558	-104.544	-700.48	0.00375496	-0.000705502	0.0055695	0.00675402	0.00228079	0.00219201
2740	800.297	1738.32	919.819	1675.65	-67.2886	-104.646	-702.194	0.00610148	-0.000469376	0.00308954	0.00685519	0.0066576	0.00642635
2840	847.381	1737.36	964.248	1677.84	-60.3108	-104.753	-703.92	0.00299915	0.0032565	0.0111967	0.0120402	0.0231678	0.0224607
2940	894.162	1736.34	1008.73	1680.04	-53.3421	-104.853	-705.623	0.00169393	0.00128123	-0.00310944	0.00376558	0.00548519	0.00534091
3040	940.747	1735.36	1053.44	1682.22	-46.37	-104.955	-707.34	0.00231051	0.00242863	0.000364943	0.00337192	0.0213716	0.0209001
3140	987.147	1734.33	1098.4	1684.41	-39.3923	-105.054	-709.068	0.00309522	0.00263879	0.0100591	0.0108503	0.00627512	0.00616341
3240	1033.24	1733.36	1143.41	1686.62	-32.4265	-105.157	-710.779	0.00546531	0.00166886	0.00647213	0.00863384	0.0118118	0.0116519
3340	1079.18	1732.37	1188.66	1688.85	-25.4503	-105.259	-712.491	0.00305316	0.00159365	0.00126856	0.00367025	0.000444773	0.000440662
3440	1124.96	1731.35	1234.17	1691.03	-18.4657	-105.355	-714.215	-0.000624853	0.000689938	-0.00194818	0.00215914	0.00519755	0.00517192
3540	1170.41	1730.36	1279.77	1693.26	-11.4973	-105.458	-715.941	0.00307745	0.00192901	0.00337663	0.00495918	0.000906182	0.00090563
3640	1215.6	1729.38	1325.5	1695.47	-4.53531	-105.559	-717.665	0.00415579	0.000748059	0.00907434	0.0100087	0.00717224	0.00719896
3740	1260.66	1728.4	1371.49	1697.74	2.43989	-105.665	-719.394	0.00376817	0.0041553	0.0119672	0.0132166	0.00487876	0.0049182
3840	1305.46	1727.38	1417.61	1699.94	9.40754	-105.761	-721.116	0.00257406	0.00329053	0.0164835	0.0170047	0.00849078	0.00859652
3940	1350.08	1726.4	1463.92	1702.2	16.3825	-105.862	-722.828	0.00100967	8.34236e-005	0.012771	0.0128112	0.0122041	0.0124097
4040	1394.51	1725.41	1510.43	1704.47	23.3597	-105.963	-724.541	0.000878462	0.000660413	0.0116498	0.0117016	0.0255866	0.0261304
4140	1438.7	1724.42	1557.1	1706.73	30.3331	-106.062	-726.252	0.00215086	0.00179532	0.00914137	0.00956107	0.0271208	0.0278172
4240	1482.7	1723.46	1603.97	1709.01	37.3099	-106.163	-727.962	0.000957247	-0.00118269	0.00896855	0.0090967	0.0186126	0.0191732
4340	1526.47	1722.48	1651.02	1711.28	44.2837	-106.262	-729.679	0.00235147	-0.00010809	0.00691559	0.00730524	0.012248	0.0126716
4440	1570.06	1721.48	1698.31	1713.57	51.2636	-106.362	-731.404	0.000940276	-0.000216218	0.00992928	0.00997604	0.0225309	0.023411
4540	1613.36	1720.55	1745.71	1715.89	58.229	-106.468	-733.132	0.00111986	0.00216498	0.0234776	0.0236038	0.0147326	0.0153742
4640	1656.47	1719.56	1793.29	1718.19	65.1971	-106.563	-734.843	9.03557e-005	0.00109632	0.0194811	0.0195121	0.0173584	0.0181927
4740	1699.38	1718.63	1841.05	1720.55	72.1655	-106.667	-736.548	0.00201246	0.00203181	0.0101673	0.0105619	0.00796641	0.00838536
4840	1742.15	1717.7	1889.11	1722.94	79.143	-106.771	-738.268	-0.000678348	0.00275253	0.0106696	0.0110398	0.013713	0.0144966
4940	1784.71	1716.72	1937.39	1725.3	86.122	-106.869	-739.995	0.000233188	-4.6706e-005	0.0146071	0.0146091	0.0147345	0.0156438
5040	1826.96	1715.79	1985.75	1727.69	93.0807	-106.97	-741.716	0.00249739	-0.000133259	0.0182305	0.0184013	0.0132585	0.0141374
5140	1869.07	1714.88	2034.35	1730.13	100.047	-107.072	-743.426	0.00308196	-0.000559856	0.0113351	0.0117599	0.00801534	0.00858352
5240	1911.08	1713.98	2083.3	1732.61	107.028	-107.175	-745.146	0.002824	0.000494936	0.00881467	0.00926922	0.00124146	0.00133521
5340	1952.84	1713.06	2132.45	1735.07	114	-107.274	-746.871	0.000805273	0.000189705	0.0112527	0.011283	0.0108309	0.0116991
5440	1994.42	1712.18	2181.83	1737.63	120.972	-107.377	-748.589	0.000203665	0.00182614	0.0100162	0.0101833	0.0115488	0.0125283
5540	2035.82	1711.3	2231.43	1740.2	127.941	-107.474	-750.29	0.00098541	-0.00224719	5.44931e-005	0.00245435	0.0140789	0.0153387
5640	2077.06	1710.43	2281.35	1742.84	134.913	-107.575	-752.004	-0.000334651	-0.00189311	0.00732344	0.00757157	0.011826	0.0129398
5740	2118.19	1709.59	2331.66	1745.55	141.895	-107.678	-753.724	-0.00532951	0.00199651	0.0155212	0.0165317	0.006142	0.00674946
1139	13.0565	1707.33	232.749	1598.09	-178.666	-95.8304	-674.673	-0.0771525	-0.022056	-0.1031	0.130647	0.0602628	0.0542449
5840	2159.16	1708.76	2382.23	1748.3	148.873	-107.775	-755.42	-0.00537345	-0.000899849	0.00357248	0.00651509	0.00777485	0.00858063
5940	2199.92	1707.99	2433.11	1751.13	155.843	-107.878	-757.126	-0.0105964	0.00121844	-0.00300786	0.0110822	0.0270014	0.0299282
1239	64.3466	1706.11	274.633	1599.98	-171.77	-95.9512	-676.48	-0.00972303	-0.00322721	-0.0139355	0.017296	0.0379278	0.03429
1339	115.621	1704.85	316.718	1601.86	-164.799	-96.0505	-678.209	-0.00491804	-0.00328245	-0.00705592	0.00920585	0.0434186	0.0394269
1439	166.521	1703.65	358.91	1603.76	-157.826	-96.1513	-679.931	-0.00300156	-0.00190691	-0.00247851	0.0043346	0.0410299	0.0374216
1539	217.063	1702.51	401.209	1605.67	-150.853	-96.2496	-681.644	-0.00622084	-0.00568565	-0.00973929	0.0128794	0.0242943	0.0222552
1639	267.245	1701.37	443.667	1607.61	-143.887	-96.3497	-683.374	-0.00145802	-0.00367692	-0.000481773	0.00398468	0.035193	0.0323805
1739	317.114	1700.33	486.263	1609.57	-136.919	-96.4528	-685.101	0.00118521	-2.48018e-005	0.00471769	0.00486435	0.0171047	0.0158068
1839	366.667	1699.36	528.978	1611.57	-129.952	-96.561	-686.82	0.000136331	0.00467259	-0.000143005	0.00467676	0.00781362	0.00725239
1939	415.981	1698.32	571.937	1613.56	-122.981	-96.6624	-688.56	0.00475026	0.00275256	0.0176251	0.0184604	0.00291871	0.00272095
2039	464.964	1697.31	614.942	1615.55	-116.012	-96.7602	-690.273	0.00479961	0.000135471	0.0045111	0.00658821	0.00170329	0.00159483
2139	513.679	1696.34	658.167	1617.56	-109.047	-96.8631	-692.01	0.00992918	0.00144087	0.0177555	0.0203942	0.00842943	0.00792721
2239	562.164	1695.38	701.529	1619.59	-102.074	-96.9626	-693.726	0.0063502	-0.000584274	0.0169632	0.0181223	0.00342444	0.0032345
2339	610.364	1694.44	745.021	1621.62	-95.1048	-97.0618	-695.44	0.00508902	0.000896593	0.0124216	0.0134535	0.00870379	0.00825694
2439	658.356	1693.51	788.702	1623.67	-88.1294	-97.1607	-697.15	0.00215948	0.000702618	0.00344318	0.00412463	0.00681084	0.0064894
2539	706.118	1692.61	832.59	1625.74	-81.1535	-97.2634	-698.87	0.00285825	0.000366164	0.00411866	0.00502663	0.0103886	0.0099416
2639	753.627	1691.74	876.616	1627.83	-74.179	-97.3678	-700.583	0.00292114	0.000842913	0.00232755	0.00382897	0.0165145	0.0158729
2739	800.873	1690.83	920.801	1629.92	-67.2092	-97.4686	-702.3	0.00402427	0.00239696	0.00301831	0.00557229	0.00366164	0.0035347
2839	847.893	1689.96	965.154	1632	-60.2386	-97.5707	-704.015	0.00037354	0.0015307	0.00161715	0.00225781	0.013413	0.0130044
2939	894.701	1689.04	1009.7	1634.07	-53.2657	-97.6674	-705.732	0.00074278	0.0017682	0.00196584	0.00274642	0.010097	0.00983204
3039	941.294	1688.19	1054.44	1636.2	-46.2915	-97.7728	-707.452	0.00273727	0.00328537	0.00565717	0.00709154	0.0109417	0.0107011
3139	987.656	1687.3	1099.35	1638.3	-39.3182	-97.8734	-709.175	0.00388323	0.00281261	0.0108885	0.0118975	0.00759933	0.00746453
3239	1033.77	1686.42	1144.38	1640.41	-32.3477	-97.9726	-710.88	0.00229854	0.00147573	0.00395845	0.0048094	0.00796345	0.0078562
3339	1079.74	1685.53	1189.64	1642.53	-25.3668	-98.0704	-712.584	-0.00142212	-0.00113635	-0.00930653	0.00948289	0.000632859	0.000627052
3439	1125.46	1684.69	1235.13	1644.68	-18.3911	-98.1781	-714.318	0.00112797	0.00190234	0.00053126	0.00227453	0.00306953	0.0030546
3539	1170.92	1683.79	1280.72	1646.8	-11.4198	-98.2768	-716.034	0.00137657	0.00121025	-0.00524007	0.00555139	0.00367771	0.0036757
3639	1216.12	1682.9	1326.46	1648.93	-4.45555	-98.3763	-717.758	0.000191841	0.00084092	-0.0006137	0.00105857	0.00878535	0.00881864
3739	1261.19	1682	1372.48	1651.03	2.52041	-98.4749	-719.493	0.00178203	-0.00052013	0.00913188	0.00931866	0.00254916	0.00256994
3839	1305.94	1681.15	1418.56	1653.19	9.48298	-98.5786	-721.21	0.00132353	9.65375e-005	0.00940709	0.00950024	0.000488838	0.000494956
3939	1350.59	1680.29	1464.89	1655.35	16.4611	-98.68	-722.921	-0.00179761	0.000959433	0.00349504	0.00404564	0.00363713	0.00369863
4039	1395.02	1679.38	1511.41	1657.51	23.4405	-98.7763	-724.632	-0.000967074	-0.00179148	-0.000764339	0.00217459	0.0124273	0.0126922
4139	1439.2	1678.52	1558.08	1659.72	30.412	-98.8811	-726.349	-0.000865754	0.00148904	0.00328559	0.0037097	0.0226379	0.0232207
4239	1483.19	1677.66	1604.97	1661.88	37.3889	-98.9821	-728.071	0.00134203	0.00178987	0.0109721	0.0111978	0.015846	0.0163244
4339	1526.95	1676.76	1652.03	1664.06	44.363	-99.0805	-729.791	0.00249134	0.000327215	0.0134674	0.0136998	0.0255584	0.0264439
4439	1570.51	1675.92	1699.27	1666.27	51.3375	-99.184	-731.509	0.00534612	0.00140044	0.0122279	0.0134188	0.0141366	0.0146897
4539	1613.83	1675.05	1746.7	1668.48	58.3084	-99.2849	-733.233	0.000380663	0.00413533	0.0201215	0.0205456	0.0224333	0.0234118
4639	1656.91	1674.16	1794.22	1670.68	65.2713	-99.3807	-734.937	0.000653122	-9.7783e-005	0.00857418	0.00859957	0.0252102	0.0264234
4739	1699.88	1673.35	1842.05	1672.95	72.2506	-99.4863	-736.646	-0.00157971	0.00299009	0.00160055	0.00374137	0.0176273	0.0185555
4839	1742.56	1672.49	1890.04	1675.17	79.2171	-99.5844	-738.372	0.00133782	-0.000280159	0.0141815	0.0142473	0.00849879	0.00898495
4939	1785.18	1671.64	1938.35	1677.45	86.2043	-99.6856	-740.094	3.12522e-005	0.00097451	0.00953481	0.00958453	0.00750071	0.00796409
5039	1827.41	1670.82	1986.66	1679.77	93.1611	-99.789	-741.804	0.000302611	-0.00014781	0.00258294	0.0026048	0.0140339	0.0149651
5139	1869.46	1670.01	2035.26	1682.07	100.122	-99.8919	-743.537	0.000961283	0.00266365	0.0158367	0.0160879	0.004536	0.00485783
5239	1911.47	1669.18	2084.19	1684.42	107.105	-99.9915	-745.251	0.0013898	-1.48919e-005	0.0101722	0.0102667	0.000645448	0.000694228
5339	1953.21	1668.36	2133.33	1686.77	114.078	-100.091	-746.983	0.00426258	-0.00106468	0.0203919	0.0208598	0.0118534	0.0128043
5439	1994.78	1667.58	2182.66	1689.21	121.049	-100.193	-748.69	0.00277362	-0.00182235	0.00536441	0.006308	0.0107257	0.011636
5539	2036.16	1666.78	2232.24	1691.67	128.018	-100.292	-750.397	0.00025774	0.00012924	0.00297911	0.00299303	0.00372729	0.00406106
5639	2077.35	1666.03	2282.1	1694.18	134.985	-100.395	-752.114	-0.000996077	0.000466855	0.0111499	0.011204	0.00991922	0.010854
5739	2118.46	1665.29	2332.35	1696.74	141.967	-100.497	-753.826	0.000237654	0.00105894	0.0134943	0.0135379	0.0159475	0.0175257
5839	2159.44	1664.56	2382.92	1699.34	148.951	-100.596	-755.527	-0.00345173	0.00127155	0.00552827	0.00664027	0.0284411	0.0313906
5939	2200.16	1663.82	2433.72	1702.01	155.918	-100.694	-757.235	-0.0089588	0.000188605	0.00355698	0.00964094	0.0243744	0.0270178
1138	13.9095	1657.59	233.795	1553.61	-178.625	-88.6556	-674.819	-0.0447162	-0.0138433	-0.0640827	0.0793585	0.0729639	0.0656819
1238	65.2343	1656.53	275.696	1555.4	-171.712	-88.7714	-676.612	0.00544694	0.00132249	0.00916384	0.0107422	0.041871	0.0378577
1338	116.577	1655.43	317.793	1557.22	-164.717	-88.8681	-678.316	-0.00901542	-0.00397508	-0.00679774	0.0119703	0.0422429	0.0383623
1438	167.367	1654.4	359.914	1559.04	-157.752	-88.9677	-680.033	-0.00422145	-0.00320165	-0.00720392	0.00894246	0.0366757	0.0334527
1538	217.874	1653.44	402.23	1560.92	-150.779	-89.073	-681.756	-0.00261989	0.000272189	-0.00284167	0.00387466	0.0281156	0.0257576
1638	268.012	1652.46	444.671	1562.75	-143.814	-89.1709	-683.485	0.00207771	-0.00213725	0.00347855	0.00458094	0.0132947	0.0122332
1738	317.848	1651.57	487.247	1564.64	-136.845	-89.2755	-685.206	-0.000579196	0.00109401	0.00289791	0.00315123	0.00247168	0.0022843
1838	367.42	1650.64	530.013	1566.56	-129.871	-89.3757	-686.933	-0.000874431	0.00109209	0.00566978	0.00583984	0.0204625	0.0189942
1938	416.668	1649.79	572.896	1568.47	-122.903	-89.4797	-688.658	0.00208988	0.00144321	0.00867554	0.00903966	0.00674273	0.00628632
2038	465.63	1648.94	615.955	1570.38	-115.937	-89.5811	-690.393	0.00476734	0.00359236	0.0192163	0.020122	0.00482125	0.00451458
2138	514.333	1648.08	659.128	1572.31	-108.967	-89.6797	-692.107	0.00759205	0.00270768	0.0115974	0.0141234	0.0021771	0.00204754
2238	562.775	1647.25	702.484	1574.26	-101.998	-89.7804	-693.831	0.00590978	0.00325289	0.0142537	0.0157694	0.0063145	0.00596467
2338	610.968	1646.43	745.983	1576.22	-95.0278	-89.8804	-695.544	0.00174761	0.00130513	0.00741369	0.00772789	0.00735008	0.00697322
2438	658.969	1645.69	789.724	1578.19	-88.051	-89.9866	-697.27	0.00631873	0.00536022	0.0147497	0.0169178	0.0188404	0.0179525
2538	706.676	1644.87	833.547	1580.16	-81.0797	-90.0832	-698.979	0.00645307	0.000996535	0.00802427	0.0103452	0.00969937	0.00928262
2638	754.153	1644.12	877.56	1582.17	-74.1084	-90.1881	-700.693	0.00462346	0.0061315	0.00610421	0.00980984	0.00885495	0.00851144
2738	801.445	1643.3	921.792	1584.14	-67.1301	-90.2843	-702.411	0.00214282	0.00157716	0.00534633	0.0059718	0.000314433	0.000303554
2838	848.46	1642.56	966.168	1586.15	-60.1593	-90.3882	-704.132	0.00436434	0.0045018	0.0123523	0.0138526	0.0113531	0.0110081
2938	895.229	1641.8	1010.65	1588.16	-53.19	-90.4881	-705.834	0.00303547	0.0027257	-0.00103483	0.00420885	0.0100779	0.00981413
3038	941.827	1641.06	1055.39	1590.18	-46.2136	-90.5916	-707.55	0.000119253	0.00197998	-0.000639861	0.00208422	0.018088	0.0176913
3138	988.184	1640.23	1100.32	1592.16	-39.2405	-90.6856	-709.276	0.00343406	0.00149282	0.00713936	0.00806175	0.0028779	0.00282705
3238	1034.3	1639.51	1145.34	1594.22	-32.2691	-90.7904	-710.978	0.000478252	0.00189145	-0.00579526	0.00611485	0.00488468	0.00481921
3338	1080.21	1638.73	1190.61	1596.25	-25.296	-90.891	-712.702	0.00180965	-0.000763782	0.00168953	0.00259089	0.0091429	0.00905958
